253.55,6.0
319.06,6.0
498.63,6.0
-36.83,4.88
1315.88,6.0
28.51,6.0
795.24,6.0
1197.95,6.0
4.29,-6.0
416.69,6.0
672.12,6.0
1150.28,6.0
206.17,6.0
590.04,6.0
1774.6,6.0
944.89,6.0
53.88,6.0
1639.65,6.0
1803.87,6.0
63.72,-6.0
1511.75,6.0
1684.58,6.0
1367.29,6.0
1743.04,6.0
1052.64,6.0
1251.17,6.0
1571.62,6.0
1077.21,6.0
1834.45,6.0
344.27,6.0
1394.08,6.0
827.22,6.0
518.55,6.0
645.35,6.0
877.54,6.0
1014.95,6.0
1446.02,6.0
739.24,6.0
126.18,6.0
1557.48,2.0
757.14,2.0
591.67,2.0
527.52,2.0
1785.88,2.0
333.7,2.0
1139.15,2.0
121.12,2.0
1504.41,2.0
657.89,2.0
277.04,2.0
178.76,2.0
1079.78,2.0
1716.48,2.0
450.73,2.0
1393.89,2.0
226.16,2.0
964.94,2.0
709.6,2.0
1631.46,2.0
-35.63,1.42
1206.74,2.0
1434.69,2.0
90.88,2.0
1024.87,2.0
374.35,2.0
-17.43,11.62
789.39,2.0
829.91,2.0
867.21,2.0
1260.52,2.0
938.81,2.0
1322.81,2.0
1353.39,2.0
-21.11,-17.34
44.39,-2.0
1968.58,-10.0
1620.62,-10.0
1131.14,-10.0
1095.22,-10.0
1931.7,-10.0
844.34,-10.0
807.35,-10.0
1467.38,-10.0
2004.51,13.96
1839.18,-10.0
982.07,-10.0
626.14,-10.0
281.13,-10.0
781.64,-10.0
492.38,-10.0
440.69,-10.0
417.23,-10.0
1956.94,10.0
594.17,-10.0
1805.33,-10.0
356.73,-10.0
2029.49,7.63
177.53,-10.0
1180.28,-10.0
1896.95,10.0
560.18,-10.0
905.12,-10.0
1065.62,-10.0
1780.77,-10.0
1233.44,-10.0
153.81,-10.0
1343.3,-10.0
1437.31,-10.0
131.62,-10.0
1375.27,-10.0
1675.79,-10.0
656.46,-10.0
1281.77,-10.0
203.94,-10.0
1539.24,-10.0
931.75,-6.0
1920.32,6.0
1621.59,-6.0
1112.61,-6.0
1347.08,-6.0
1946.03,6.0
769.63,-6.0
1010.02,-6.0
885.95,-6.0
1588.8,-6.0
1523.93,-6.0
1761.86,-6.0
250.35,-6.0
733.8,-6.0
481.66,-6.0
1881.32,-6.0
1996.06,-6.0
710.26,-6.0
1833.36,-6.0
1289.6,-6.0
219.95,-6.0
531.85,-6.0
184.84,-6.0
796.39,-6.0
685.78,-6.0
1724.64,-6.0
1400.69,-6.0
611.96,-6.0
378.61,-6.0
1241.96,-6.0
1685.2,-6.0
335.67,-6.0
159.2,-6.0
136.86,-6.0
404.96,-6.0
1934.99,-6.0
1446.25,-6.0
2019.26,11.6
1184.97,-6.0
1045.73,-6.0
1873.41,2.0
1175.87,-2.0
836.59,-2.0
1646.38,-2.0
934.45,-2.0
1359.77,-2.0
461.25,-2.0
424.29,-2.0
385.25,-2.0
583.18,-2.0
2025.52,-2.86
702.86,-2.0
1994.35,2.0
1327.32,-2.0
1007.92,-2.0
350.91,-2.0
271.91,-2.0
1699.15,-2.0
1532.54,-2.0
217.44,-2.0
1409.64,-2.0
1909.93,2.0
1257.47,-2.0
1767.96,-2.0
1996.09,-2.0
793.07,-2.0
1849.25,-2.0
189.21,-2.0
1604.57,-2.0
1957.28,-2.0
1497.69,-2.0
165.05,-2.0
142.36,-2.0
1126.84,-2.0
1886.93,-2.0
867.21,-2.0
617.04,-2.0
508.91,-2.0
1088.09,-2.0
251.58,6.0
317.08,6.0
496.63,6.0
-38.1,3.46
1313.88,6.0
26.72,6.0
793.32,6.0
1196.03,6.0
6.18,-6.0
414.73,6.0
670.23,6.0
1148.38,6.0
204.2,6.0
588.05,6.0
1772.69,6.0
942.93,6.0
52.19,6.0
1637.66,6.0
1802.05,6.0
65.53,-6.0
1509.79,6.0
1682.6,6.0
1365.38,6.0
1741.04,6.0
1050.79,6.0
1249.22,6.0
1569.63,6.0
1075.47,6.0
1832.71,6.0
342.4,6.0
1392.28,6.0
825.38,6.0
516.7,6.0
643.36,6.0
875.7,6.0
1013.06,6.0
1444.17,6.0
737.24,6.0
124.32,6.0
1555.48,2.0
755.15,2.0
589.67,2.0
525.53,2.0
1783.88,2.0
331.71,2.0
1137.16,2.0
119.22,2.0
1502.43,2.0
655.89,2.0
275.05,2.0
176.8,2.0
1077.79,2.0
1714.49,2.0
448.73,2.0
1392.02,2.0
224.19,2.0
963.07,2.0
707.61,2.0
1629.46,2.0
-36.9,0.0
1204.74,2.0
1432.84,2.0
88.89,2.0
1022.93,2.0
372.39,2.0
-18.47,12.2
787.48,2.0
828.02,2.0
865.38,2.0
1258.52,2.0
936.82,2.0
1320.82,2.0
1351.49,2.0
-19.99,-16.53
46.36,-2.0
1970.46,-10.0
1622.58,-10.0
1133.11,-10.0
1097.13,-10.0
1933.53,-10.0
846.32,-10.0
809.28,-10.0
1469.37,-10.0
2003.83,13.41
1841.09,-10.0
983.96,-10.0
627.63,-10.0
283.01,-10.0
783.46,-10.0
494.01,-10.0
442.38,-10.0
418.81,-10.0
1955.12,10.0
595.61,-10.0
1807.17,-10.0
358.43,-10.0
2028.13,8.7
179.33,-10.0
1182.23,-10.0
1895.09,10.0
561.6,-10.0
907.11,-10.0
1067.44,-10.0
1782.5,-10.0
1235.36,-10.0
155.49,-10.0
1345.16,-10.0
1439.21,-10.0
133.18,-10.0
1377.22,-10.0
1677.7,-10.0
657.99,-10.0
1283.69,-10.0
205.85,-10.0
1541.18,-10.0
933.74,-6.0
1918.38,6.0
1623.59,-6.0
1114.6,-6.0
1349.06,-6.0
1944.21,6.0
771.43,-6.0
1011.91,-6.0
887.94,-6.0
1590.71,-6.0
1525.93,-6.0
1763.86,-6.0
252.35,-6.0
735.56,-6.0
483.63,-6.0
1883.23,-6.0
2003.57,-9.52
711.9,-6.0
1835.28,-6.0
1291.52,-6.0
221.86,-6.0
533.8,-6.0
186.69,-6.0
798.3,-6.0
687.32,-6.0
1726.58,-6.0
1402.64,-6.0
613.71,-6.0
380.44,-6.0
1243.88,-6.0
1687.1,-6.0
337.49,-6.0
160.93,-6.0
138.48,-6.0
406.9,-6.0
1936.86,-6.0
1448.21,-6.0
2017.71,12.82
1186.95,-6.0
1047.68,-6.0
1871.42,2.0
1177.86,-2.0
838.49,-2.0
1648.38,-2.0
936.45,-2.0
1361.76,-2.0
463.24,-2.0
426.23,-2.0
387.15,-2.0
585.1,-2.0
2026.71,-1.31
704.85,-2.0
1992.35,2.0
1329.24,-2.0
1009.92,-2.0
352.74,-2.0
273.91,-2.0
1701.14,-2.0
1534.53,-2.0
219.44,-2.0
1411.63,-2.0
1907.99,2.0
1259.47,-2.0
1769.95,-2.0
2005.69,-7.12
794.96,-2.0
1851.19,-2.0
191.11,-2.0
1606.54,-2.0
1959.13,-2.0
1499.62,-2.0
166.83,-2.0
144.02,-2.0
1128.83,-2.0
1888.93,-2.0
869.2,-2.0
619.03,-2.0
510.9,-2.0
1090.04,-2.0
249.61,6.0
315.09,6.0
494.64,6.0
-39.37,2.05
1311.89,6.0
24.92,6.0
791.41,6.0
1194.11,6.0
8.07,-6.0
412.77,6.0
668.35,6.0
1146.47,6.0
202.24,6.0
586.06,6.0
1770.78,6.0
940.97,6.0
50.5,6.0
1635.66,6.0
1800.23,6.0
67.34,-6.0
1507.84,6.0
